forward_genome_id	backward_genome_id
WP_012408199	WP_011378019
WP_096573699	WP_011378019
WP_015110220	WP_011378019
WP_062247232	WP_011378019
WP_096718397	WP_011378019
WP_012626612	WP_011378019
WP_179075050	WP_011378019
WP_202947525	WP_011378019
WP_015146730	WP_011378019
WP_096675932	WP_011378019
WP_199245673	WP_011378019
WP_073636103	WP_011378019
WP_084761936	WP_011378019
WP_096659666	WP_011378019
WP_015180959	WP_011378019
WP_096564537	WP_011378019
WP_011242469	WP_011378019
WP_011378019	WP_011378019
WP_015154424	WP_011378019
WP_068392366	WP_011378019
WP_096721541	WP_011378019
WP_070391840	WP_011378019
WP_126988187	WP_011378019
WP_096681159	WP_011378019
WP_015193121	WP_011378019
WP_205370973	WP_011378019
WP_096607822	WP_011378019
WP_045869229	WP_011378019
WP_198405923	WP_011378019
WP_015122618	WP_011378019
WP_167724720	WP_011378019
WP_096643201	WP_011378019
WP_181930299	WP_011378019
WP_114081094	WP_011378019
WP_096683885	WP_011378019
WP_104899999	WP_011378019
WP_096561612	WP_011378019
WP_100901894	WP_011378019
WP_164920949	WP_011378019
WP_199247731	WP_011378019
WP_174710489	WP_011378019
WP_071103800	WP_011378019
WP_199246765	WP_011378019
WP_015142348	WP_011378019
WP_096580444	WP_011378019
WP_073633154	WP_011378019
WP_171977325	WP_011378019
WP_169263076	WP_011378019
WP_062244240	WP_011378019
WP_096677148	WP_011378019
WP_010998581	WP_011378019
WP_070392343	WP_011378019
WP_168569720	WP_011378019
WP_208677260	WP_011378019
WP_015160016	WP_011378019
WP_096729239	WP_011378019
WP_015128341	WP_011378019
WP_083305227	WP_011378019
WP_104898698	WP_011378019
WP_096589198	WP_011378019
WP_012266795	WP_011244046
WP_048347284	WP_011244046
WP_087068891	WP_011244046
WP_197213999	WP_011244046
WP_015122033	WP_011244046
WP_015129869	WP_011244046
WP_045870502	WP_011244046
WP_100899666	WP_011244046
WP_015175020	WP_011244046
WP_083997991	WP_011244046
WP_028946420	WP_011244046
WP_096568988	WP_011244046
WP_042503891	WP_011244046
WP_118170259	WP_011244046
WP_197211255	WP_011244046
WP_015784443	WP_011244046
WP_197172444	WP_011244046
WP_015127234	WP_011244046
WP_015174833	WP_011244046
WP_181929178	WP_011244046
WP_179068650	WP_011244046
WP_144050214	WP_011244046
WP_186493063	WP_011244046
WP_008049371	WP_011244046
WP_114080609	WP_011244046
WP_186570675	WP_011244046
WP_012412769	WP_011244046
WP_083544500	WP_011244046
WP_082713002	WP_011244046
WP_186469853	WP_011244046
WP_010873654	WP_011244046
WP_015165781	WP_011244046
WP_012307188	WP_011244046
WP_083630334	WP_011244046
WP_116431392	WP_011244046
WP_167727860	WP_011244046
WP_118166822	WP_011244046
WP_162327164	WP_011244046
WP_015111756	WP_011244046
WP_015179015	WP_011244046
WP_186550771	WP_011244046
WP_015186078	WP_011244046
WP_186544745	WP_011244046
WP_011618088	WP_011244046
WP_009546501	WP_011244046
WP_096577180	WP_011244046
WP_011429343	WP_011244046
WP_096689700	WP_011244046
WP_186540627	WP_011244046
WP_197165991	WP_011244046
WP_136644186	WP_011244046
WP_158202026	WP_011244046
WP_179046811	WP_011244046
WP_013191412	WP_011244046
WP_149819998	WP_011244046
WP_009543261	WP_011244046
WP_015364370	WP_011244046
WP_015109380	WP_011244046
WP_096542412	WP_011244046
WP_015198984	WP_011244046
WP_096690538	WP_011244046
WP_186482207	WP_011244046
WP_096585257	WP_011244046
WP_015162936	WP_011244046
WP_026798162	WP_011244046
WP_164929118	WP_011244046
WP_096595117	WP_011244046
WP_096732388	WP_011244046
WP_096553398	WP_011244046
WP_051847695	WP_011244046
WP_087068888	WP_011244046
WP_096588331	WP_011244046
WP_103138282	WP_011244046
WP_015228726	WP_011244046
WP_206268304	WP_011244046
WP_096687082	WP_011244046
WP_045867660	WP_011244046
WP_053537679	WP_011244046
WP_096581942	WP_011244046
WP_186541285	WP_011244046
WP_096606713	WP_011244046
WP_013323393	WP_011244046
WP_103138380	WP_011244046
WP_096621857	WP_011244046
WP_011432359	WP_011244046
WP_015195362	WP_011244046
WP_197212342	WP_011244046
WP_073632835	WP_011244046
WP_181494966	WP_011244046
WP_015139469	WP_011244046
WP_015226875	WP_011244046
WP_186583427	WP_011244046
WP_084782942	WP_011244046
WP_062434225	WP_011244046
WP_167722384	WP_011244046
WP_100902547	WP_011244046
WP_083630724	WP_011244046
WP_014274149	WP_011244046
WP_015220563	WP_011244046
WP_186549536	WP_011244046
WP_051372786	WP_011244046
WP_096658253	WP_011244046
WP_006852043	WP_011244046
WP_150885035	WP_011244046
WP_043325554	WP_011244046
WP_200988624	WP_011244046
WP_006620731	WP_011244046
WP_104906874	WP_011244046
WP_130128135	WP_011244046
WP_186517455	WP_011244046
WP_186595245	WP_011244046
WP_150111732	WP_011244046
WP_026797387	WP_011244046
WP_197151643	WP_011244046
WP_071453906	WP_011244046
WP_100897439	WP_011244046
WP_017285829	WP_011244046
WP_186523921	WP_011244046
WP_073634621	WP_011244046
WP_185186131	WP_011244046
WP_011611964	WP_011244046
WP_199246610	WP_011244046
WP_008197838	WP_011244046
WP_186510527	WP_011244046
WP_010997295	WP_011244046
WP_017292517	WP_011244046
WP_011365233	WP_011244046
WP_096384519	WP_011244046
WP_042155983	WP_011244046
WP_096559303	WP_011244046
WP_066348963	WP_011244046
WP_015187960	WP_011244046
WP_084221944	WP_011244046
WP_096659000	WP_011244046
WP_206536270	WP_011244046
WP_012596108	WP_011244046
WP_096583815	WP_011244046
WP_130130523	WP_011244046
WP_011057458	WP_011244046
WP_186589609	WP_011244046
WP_015121782	WP_011244046
WP_015151880	WP_011244046
WP_125730618	WP_011244046
WP_197151683	WP_011244046
WP_179070254	WP_011244046
WP_012408671	WP_011244046
WP_012630326	WP_011244046
WP_136644247	WP_011244046
WP_038025891	WP_011244046
WP_096675977	WP_011244046
WP_015115899	WP_011244046
WP_015116870	WP_011244046
WP_096658767	WP_011244046
WP_197158666	WP_011244046
WP_206266933	WP_011244046
WP_186481609	WP_011244046
WP_186524304	WP_011244046
WP_096585842	WP_011244046
WP_066118265	WP_011244046
WP_181930047	WP_011244046
WP_186496124	WP_011244046
WP_186509865	WP_011244046
WP_197158897	WP_011244046
WP_096584952	WP_011244046
WP_186500925	WP_011244046
WP_010993947	WP_011244046
WP_104907652	WP_011244046
WP_048347677	WP_011244046
WP_011620403	WP_011244046
WP_006622705	WP_011244046
WP_062295832	WP_011244046
WP_038553051	WP_011244046
WP_114081892	WP_011244046
WP_197171829	WP_011244046
WP_186472345	WP_011244046
WP_096723959	WP_011244046
WP_200989926	WP_011244046
WP_038556714	WP_011244046
WP_096542148	WP_011244046
WP_012410360	WP_011244046
WP_208676207	WP_011244046
WP_186470978	WP_011244046
WP_071802175	WP_011244046
WP_015147825	WP_011244046
WP_011142028	WP_011244046
WP_126387100	WP_011244046
WP_199247887	WP_011244046
WP_136644312	WP_011244046
WP_011611112	WP_011244046
WP_042156790	WP_011244046
WP_197171826	WP_011244046
WP_015131734	WP_011244046
WP_063710515	WP_011244046
WP_185187109	WP_011244046
WP_068387585	WP_011244046
WP_198406190	WP_011244046
WP_015143836	WP_011244046
WP_205370752	WP_011244046
WP_096681523	WP_011244046
WP_197165980	WP_011244046
WP_042466065	WP_011244046
WP_011320534	WP_011244046
WP_011144015	WP_011244046
WP_162329698	WP_011244046
WP_186573806	WP_011244046
WP_186499624	WP_011244046
WP_011244046	WP_011244046
WP_011620656	WP_011244046
WP_014274901	WP_011244046
WP_172356592	WP_011244046
WP_197158663	WP_011244046
WP_174709949	WP_011244046
WP_146295983	WP_011244046
WP_015149315	WP_011244046
WP_017295361	WP_011244046
WP_186541315	WP_011244046
WP_198805087	WP_011244046
WP_096380245	WP_011244046
WP_011143975	WP_011244046
WP_073634928	WP_011244046
WP_174712413	WP_011244046
WP_172637163	WP_011244046
WP_186589305	WP_011244046
WP_186544383	WP_011244046
WP_062945667	WP_011244046
WP_015227095	WP_011244046
WP_186480352	WP_011244046
WP_062248130	WP_011244046
WP_096686615	WP_011244046
WP_096585853	WP_011244046
WP_015155050	WP_011244046
WP_012166261	WP_011244046
WP_107806613	WP_011244046
WP_186586806	WP_011244046
WP_002747013	WP_011244046
WP_186516582	WP_011244046
WP_208678254	WP_011244046
WP_023173175	WP_011244046
WP_185190505	WP_011244046
WP_011359214	WP_011244046
WP_096562997	WP_011244046
WP_096537354	WP_011244046
WP_051847271	WP_011244046
WP_185190812	WP_011244046
WP_198421428	WP_011244046
WP_012596398	WP_011244046
WP_104901359	WP_011244046
WP_186538817	WP_011244046
WP_008055998	WP_011244046
WP_150883805	WP_011244046
WP_006195883	WP_011244046
WP_096731965	WP_011244046
WP_006198579	WP_011244046
WP_010871277	WP_011244046
WP_198016195	WP_011244046
WP_043696992	WP_011244046
WP_015784604	WP_011244046
WP_179068937	WP_011244046
WP_023175782	WP_011244046
WP_152590183	WP_011244046
WP_210437181	WP_011244046
WP_096583392	WP_011244046
WP_172357655	WP_011244046
WP_015154192	WP_011244046
WP_015172170	WP_011244046
WP_186591686	WP_011244046
WP_197148499	WP_011244046
WP_179075313	WP_011244046
WP_026798254	WP_011244046
WP_171977594	WP_011244046
WP_186512041	WP_011244046
WP_096607799	WP_011244046
WP_186473461	WP_011244046
WP_046661182	WP_011244046
WP_015155298	WP_011244046
WP_096686468	WP_011244046
WP_186514042	WP_011244046
WP_082714083	WP_011244046
WP_186515539	WP_011244046
WP_186485717	WP_011244046
WP_188021175	WP_011244046
WP_186583829	WP_011244046
WP_186698534	WP_011244046
WP_186492747	WP_011244046
WP_067767093	WP_011244046
WP_186992181	WP_011244046
WP_015079271	WP_011244046
WP_015954757	WP_011244046
WP_096647547	WP_011244046
WP_049692539	WP_011244046
WP_041384853	WP_011244046
WP_012954273	WP_011244046
WP_015328520	WP_011244046
WP_179074317	WP_011244046
WP_096590165	WP_011244046
WP_206200649	WP_011244046
WP_015197766	WP_011244046
WP_042156197	WP_011244046
WP_015187276	WP_011244046
WP_002750991	WP_011244046
WP_068394013	WP_011244046
WP_171975325	WP_011244046
WP_162922823	WP_011244046
WP_028948357	WP_011244046
WP_104901265	WP_011244046
WP_017324724	WP_011244046
WP_181929041	WP_011244046
WP_186493901	WP_011244046
WP_015141559	WP_011244046
WP_015210781	WP_011244046
WP_051039891	WP_011244046
WP_167727281	WP_011244046
WP_096560921	WP_011244046
WP_096652907	WP_011244046
WP_007101026	WP_011244046
WP_186596041	WP_011244046
WP_186698528	WP_011244046
WP_073634659	WP_011244046
WP_157028631	WP_011244046
WP_208674746	WP_011244046
WP_096569152	WP_011244046
WP_096662621	WP_011244046
WP_197151685	WP_011244046
WP_186991680	WP_011244046
WP_013320968	WP_011244046
WP_186571123	WP_011244046
WP_035155909	WP_011244046
WP_096718514	WP_011244046
WP_015154791	WP_011244046
WP_186544544	WP_011244046
WP_080807091	WP_011244046
WP_096645681	WP_011244046
WP_071453483	WP_011244046
WP_011130984	WP_011244046
WP_015226876	WP_011378431
WP_179067079	WP_011378431
WP_015151881	WP_011378431
WP_068387675	WP_011378431
WP_012596892	WP_011378431
WP_197165989	WP_011378431
WP_026797618	WP_011378431
WP_186524303	WP_011378431
WP_045869506	WP_011378431
WP_073634658	WP_011378431
WP_024124650	WP_011378431
WP_186523920	WP_011378431
WP_015129870	WP_011378431
WP_125730492	WP_011378431
WP_015139470	WP_011378431
WP_186493900	WP_011378431
WP_096583394	WP_011378431
WP_096678469	WP_011378431
WP_038026176	WP_011378431
WP_015192984	WP_011378431
WP_106908763	WP_011378431
WP_106908431	WP_011378431
WP_179068651	WP_011378431
WP_106909500	WP_011378431
WP_096594789	WP_011378431
WP_096660363	WP_011378431
WP_104905397	WP_011378431
WP_012161133	WP_011378431
WP_186512016	WP_011378431
WP_015109171	WP_011378431
WP_015080623	WP_011378431
WP_130129979	WP_011378431
WP_015149314	WP_011378431
WP_096686613	WP_011378431
WP_096728429	WP_011378431
WP_088431003	WP_011378431
WP_197171831	WP_011378431
WP_038551252	WP_011378431
WP_071800909	WP_011378431
WP_009544765	WP_011378431
WP_100902546	WP_011378431
WP_046661005	WP_011378431
WP_011144016	WP_011378431
WP_011140238	WP_011378431
WP_073634929	WP_011378431
WP_015144452	WP_011378431
WP_096599986	WP_011378431
WP_071824931	WP_011378431
WP_015211812	WP_011378431
WP_186500924	WP_011378431
WP_169263275	WP_011378431
WP_186514041	WP_011378431
WP_028948689	WP_011378431
WP_186524558	WP_011378431
WP_073634622	WP_011378431
WP_048347466	WP_011378431
WP_015784839	WP_011378431
WP_096659004	WP_011378431
WP_199784685	WP_011378431
WP_104900611	WP_011378431
WP_062293071	WP_011378431
WP_071453905	WP_011378431
WP_096694670	WP_011378431
WP_186501067	WP_011378431
WP_186989967	WP_011378431
WP_096689697	WP_011378431
WP_026798163	WP_011378431
WP_068379688	WP_011378431
WP_087067478	WP_011378431
WP_094329278	WP_011378431
WP_012408448	WP_011378431
WP_011129011	WP_011378431
WP_096584277	WP_011378431
WP_029552772	WP_011378431
WP_073632749	WP_011378431
WP_197151641	WP_011378431
WP_066348934	WP_011378431
WP_186544382	WP_011378431
WP_006851201	WP_011378431
WP_107806612	WP_011378431
WP_186514616	WP_011378431
WP_053539315	WP_011378431
WP_096557177	WP_011378431
WP_096585277	WP_011378431
WP_186491712	WP_011378431
WP_104901275	WP_011378431
WP_174709252	WP_011378431
WP_048347283	WP_011378431
WP_186586805	WP_011378431
WP_096580389	WP_011378431
WP_010874292	WP_011378431
WP_015172171	WP_011378431
WP_015116869	WP_011378431
WP_146296686	WP_011378431
WP_038551764	WP_011378431
WP_012598562	WP_011378431
WP_096585851	WP_011378431
WP_015195361	WP_011378431
WP_096718516	WP_011378431
WP_186591684	WP_011378431
WP_023173174	WP_011378431
WP_011140268	WP_011378431
WP_012162300	WP_011378431
WP_185187110	WP_011378431
WP_096562998	WP_011378431
WP_168695406	WP_011378431
WP_206266932	WP_011378431
WP_015131735	WP_011378431
WP_186509866	WP_011378431
WP_015168246	WP_011378431
WP_096577657	WP_011378431
WP_104900436	WP_011378431
WP_048347676	WP_011378431
WP_023173410	WP_011378431
WP_015218437	WP_011378431
WP_015183893	WP_011378431
WP_023173829	WP_011378431
WP_186480351	WP_011378431
WP_010310212	WP_011378431
WP_186570674	WP_011378431
WP_186583426	WP_011378431
WP_011130983	WP_011378431
WP_096686470	WP_011378431
WP_015203435	WP_011378431
WP_103138283	WP_011378431
WP_073632039	WP_011378431
WP_015154793	WP_011378431
WP_071801045	WP_011378431
WP_015221056	WP_011378431
WP_179047036	WP_011378431
WP_104905398	WP_011378431
WP_186583828	WP_011378431
WP_023175783	WP_011378431
WP_011618367	WP_011378431
WP_045874166	WP_011378431
WP_014274150	WP_011378431
WP_206266749	WP_011378431
WP_096564302	WP_011378431
WP_015225805	WP_011378431
WP_130128384	WP_011378431
WP_096622607	WP_011378431
WP_015228936	WP_011378431
WP_186591661	WP_011378431
WP_012163009	WP_011378431
WP_015163004	WP_011378431
WP_104908709	WP_011378431
WP_065716184	WP_011378431
WP_126386564	WP_011378431
WP_206265464	WP_011378431
WP_186698536	WP_011378431
WP_179070215	WP_011378431
WP_096587784	WP_011378431
WP_096660233	WP_011378431
WP_186469852	WP_011378431
WP_011360742	WP_011378431
WP_186541283	WP_011378431
WP_011320533	WP_011378431
WP_062288440	WP_011378431
WP_096575529	WP_011378431
WP_119260400	WP_011378431
WP_197158664	WP_011378431
WP_066119966	WP_011378431
WP_169264250	WP_011378431
WP_188021174	WP_011378431
WP_066029929	WP_011378431
WP_015141558	WP_011378431
WP_206268259	WP_011378431
WP_185190175	WP_011378431
WP_015111984	WP_011378431
WP_083373858	WP_011378431
WP_065713510	WP_011378431
WP_167727881	WP_011378431
WP_009545808	WP_011378431
WP_148765928	WP_011378431
WP_197165978	WP_011378431
WP_096557106	WP_011378431
WP_186494530	WP_011378431
WP_012266539	WP_011378431
WP_011141297	WP_011378431
WP_179071689	WP_011378431
WP_015224886	WP_011378431
WP_066115172	WP_011378431
WP_051738841	WP_011378431
WP_096577254	WP_011378431
WP_012306640	WP_011378431
WP_015111757	WP_011378431
WP_012410361	WP_011378431
WP_096726921	WP_011378431
WP_009546502	WP_011378431
WP_096596817	WP_011378431
WP_014274902	WP_011378431
WP_012408670	WP_011378431
WP_071801043	WP_011378431
WP_012407803	WP_011378431
WP_068394018	WP_011378431
WP_197156565	WP_011378431
WP_073629968	WP_011378431
WP_042151556	WP_011378431
WP_186512040	WP_011378431
WP_015142337	WP_011378431
WP_096573879	WP_011378431
WP_015186079	WP_011378431
WP_096643698	WP_011378431
WP_066346823	WP_011378431
WP_006620733	WP_011378431
WP_197211256	WP_011378431
WP_186484234	WP_011378431
WP_015174834	WP_011378431
WP_015144031	WP_011378431
WP_186573758	WP_011378431
WP_179076403	WP_011378431
WP_096730241	WP_011378431
WP_083765696	WP_011378431
WP_096606711	WP_011378431
WP_015227096	WP_011378431
WP_186472344	WP_011378431
WP_186497767	WP_011378431
WP_096585260	WP_011378431
WP_017324655	WP_011378431
WP_096598085	WP_011378431
WP_188021616	WP_011378431
WP_015150814	WP_011378431
WP_009546692	WP_011378431
WP_186539464	WP_011378431
WP_186479902	WP_011378431
WP_208674740	WP_011378431
WP_197162093	WP_011378431
WP_167722386	WP_011378431
WP_096596672	WP_011378431
WP_186573804	WP_011378431
WP_012954296	WP_011378431
WP_198805088	WP_011378431
WP_009544721	WP_011378431
WP_015135523	WP_011378431
WP_104900439	WP_011378431
WP_084762067	WP_011378431
WP_167727883	WP_011378431
WP_186496121	WP_011378431
WP_015954759	WP_011378431
WP_096641937	WP_011378431
WP_096384671	WP_011378431
